,Abstract,KIDNEY,TRANSPLANT,BOTH,CATEGORY
138,"High ultra-processed food consumption is associated with higher risk of CKD. However, there is no biomarker for ultra-processed food, and the mechanism through which ultra-processed food is associated with CKD is not clear. Metabolomics can provide objective biomarkers of ultra-processed food and provide important insights into the mechanisms by which ultra-processed food is associated with risk of incident CKD. Our objective was to identify serum metabolites associated with ultra-processed food consumption and investigate whether ultra-processed food-associated metabolites are prospectively associated with incident CKD.",Yes,,,"[{'Cardionephrology': 0.5894046425819397, 'Clinical Research in Nephrology': 0.0952109694480896, 'Pediatric Nephrology': 0.08863210678100586, 'Glomerular Disease': 0.07828209549188614, 'Blood Purification': 0.05633832886815071, 'Onconephrology': 0.05429205670952797, 'Kidney Transplantation': 0.019128311425447464, 'Critical Care in Nephrology': 0.018711548298597336}]"
139,C3 glomerulopathy and idiopathic immunoglobulin-mediated membranoproliferative GN (Ig-MPGN) are rare complement-mediated kidney diseases. Inherited forms of C3 glomerulopathy/Ig-MPGN are rarely described.,Yes,,,"[{'Glomerular Disease': 0.41767358779907227, 'Clinical Research in Nephrology': 0.1995518058538437, 'Cardionephrology': 0.12903349101543427, 'Pediatric Nephrology': 0.09500647336244583, 'Critical Care in Nephrology': 0.06989826261997223, 'Onconephrology': 0.060246072709560394, 'Kidney Transplantation': 0.01614988222718239, 'Blood Purification': 0.012440416030585766}]"
140,"Several recent studies identified mitochondrial mutations in patients with Gitelman or Fanconi syndrome. Mitochondrial cytopathies are generally not considered in the diagnostic workup of patients with electrolyte disorders. In this systematic review, we investigated the presence of electrolyte disorders in patients with mitochondrial cytopathies to determine the relevance of mitochondrial mutation screening in this population. Our analysis demonstrates that electrolyte disorders are commonly reported in mitochondrial cytopathies, often as presenting symptoms. Consequently, more clinical attention should be raised for mitochondrial disease as cause for disturbances in electrolyte homeostasis. Further prospective cohort studies are required to determine the exact prevalence of electrolyte disorders in mitochondrial cytopathies.",Yes,,,"[{'Pediatric Nephrology': 0.3054559826850891, 'Cardionephrology': 0.23544293642044067, 'Clinical Research in Nephrology': 0.20867758989334106, 'Onconephrology': 0.08630206435918808, 'Critical Care in Nephrology': 0.05627518147230148, 'Glomerular Disease': 0.052981410175561905, 'Kidney Transplantation': 0.027810804545879364, 'Blood Purification': 0.02705405093729496}]"
141,Preeclampsia is a pregnancy-related complication characterized by acute hypertension and end-organ dysfunction. We evaluated the long-term association between preeclampsia and the risk of developing chronic hypertension and kidney disease.,Yes,,,"[{'Cardionephrology': 0.4877499043941498, 'Pediatric Nephrology': 0.14026440680027008, 'Clinical Research in Nephrology': 0.12855012714862823, 'Critical Care in Nephrology': 0.12761488556861877, 'Onconephrology': 0.0921591967344284, 'Kidney Transplantation': 0.00793342012912035, 'Blood Purification': 0.00791506003588438, 'Glomerular Disease': 0.007812981493771076}]"
142,"Interstitial eosinophilic aggregates are observed in various kidney diseases, but their clinical implications remain unknown. We assessed the association between interstitial eosinophilic aggregates and kidney outcomes and further analyzed the association between blood eosinophil count, as a surrogate for interstitial eosinophilic aggregates, and the risk of kidney failure in patients with advanced CKD.",Yes,,,"[{'Cardionephrology': 0.4372389316558838, 'Clinical Research in Nephrology': 0.3703937828540802, 'Onconephrology': 0.07334315031766891, 'Blood Purification': 0.027778927236795425, 'Kidney Transplantation': 0.02632860466837883, 'Glomerular Disease': 0.023587370291352272, 'Critical Care in Nephrology': 0.0219389870762825, 'Pediatric Nephrology': 0.019390223547816277}]"
143,"Hypertension is a known risk factor for dementia and cognitive impairment. There are limited data on the relation of systolic blood pressure (SBP) and diastolic blood pressure (DBP) with incident cognitive impairment in adults with chronic kidney disease. We sought to identify and characterize the relationship among blood pressure, cognitive impairment, and severity of decreased kidney function in adults with chronic kidney disease.",Yes,,,"[{'Cardionephrology': 0.5753976702690125, 'Clinical Research in Nephrology': 0.2752234935760498, 'Glomerular Disease': 0.051270902156829834, 'Onconephrology': 0.04655507579445839, 'Critical Care in Nephrology': 0.01494495291262865, 'Blood Purification': 0.013426152057945728, 'Kidney Transplantation': 0.013273061253130436, 'Pediatric Nephrology': 0.0099087068811059}]"
144,"No randomized trials exist to guide the timing of the initiation of KRT in children. We sought to define trends and predictors of the eGFR at initiation of KRT, center-related clinical practice variation, and any association with patient survival.",Yes,,,"[{'Kidney Transplantation': 0.6334826946258545, 'Pediatric Nephrology': 0.1323777735233307, 'Clinical Research in Nephrology': 0.09960386157035828, 'Cardionephrology': 0.08532436192035675, 'Glomerular Disease': 0.019103530794382095, 'Critical Care in Nephrology': 0.012376063503324986, 'Onconephrology': 0.011469808407127857, 'Blood Purification': 0.006261921487748623}]"
145,"There is widespread interest in expanding the uptake of home dialysis in North America. Although kidney transplantation should be the preferred option in eligible patients, home hemodialysis (HD) and peritoneal dialysis (PD) offer cost-effective options for KRT. In this review, the motivation for promoting home dialysis is presented, and the literature supporting it is critically reviewed. Randomized comparisons of home HD and PD with in-center HD have been challenging to conduct and provide only limited information. Nonrandomized studies are heterogeneous in their design and have often yielded conflicting results. They are prone to bias, and this must be carefully considered when evaluating this literature. Home modalities seem to have equivalent clinical outcomes and quality of life when compared with in-center HD. However, the cost of providing home therapies, particularly PD, is lower than conventional, in-center HD. Measures of home dialysis utilization, the philosophy behind their measurement, and important factors to consider when interpreting them are discussed. The importance of understanding measures of home dialysis utilization in the context of rates of kidney failure, the proportion of individuals who opt for conservative care, and rates of kidney transplantation is highlighted, and a framework for proposing targets is presented, using PD as an example.",Yes,Yes,Yes,"[{'Kidney Transplantation': 0.4820082485675812, 'Cardionephrology': 0.20232057571411133, 'Clinical Research in Nephrology': 0.1522204577922821, 'Critical Care in Nephrology': 0.07447823137044907, 'Pediatric Nephrology': 0.038662634789943695, 'Glomerular Disease': 0.028948605060577393, 'Blood Purification': 0.014959177933633327, 'Onconephrology': 0.00640205480158329}, {'Organ and Tissue Preservation': 0.560494065284729, 'Abdominal Transplantation': 0.11178771406412125, 'Tissue Injury': 0.07565940916538239, 'Immunosuppression': 0.04897449165582657, 'Transplantation Immunology': 0.0461614653468132, 'Thoracic Transplantation': 0.042292166501283646, 'Vascularized Composite Allotransplantation': 0.026126623153686523, 'Inflammation and Aging': 0.022114098072052002, 'Bioengineering': 0.02154495008289814, 'Repair': 0.02037561684846878, 'Cell and Stem Cell Transplantation': 0.013883505016565323, 'Xenotransplantation': 0.01058585662394762}]"
148,Heart-kidney crosstalk is recognized as the cardiorenal syndrome. We examined the association of cardiac function and structure with the risk of kidney failure with replacement therapy (KFRT) in a chronic kidney disease (CKD) population.,Yes,,,"[{'Cardionephrology': 0.4688941538333893, 'Clinical Research in Nephrology': 0.4023284614086151, 'Kidney Transplantation': 0.042321283370256424, 'Critical Care in Nephrology': 0.03991163522005081, 'Glomerular Disease': 0.016499901190400124, 'Pediatric Nephrology': 0.0154167041182518, 'Blood Purification': 0.008754396811127663, 'Onconephrology': 0.005873406771570444}]"
149,"In the Canagliflozin and Renal Events in Diabetes with Established Nephropathy Clinical Evaluation (CREDENCE) trial, the sodium-glucose cotransporter-2 (SGLT2) inhibitor canagliflozin improved kidney and cardiovascular outcomes and reduced the rate of estimated glomerular filtration decline (eGFR slope) in patients with type 2 diabetes and CKD. In other clinical trials of patients with CKD or heart failure, the protective effects of SGLT2 inhibitors on eGFR slope were greater in participants with versus participants without type 2 diabetes. This post hoc analysis of the CREDENCE trial assessed whether the effects of canagliflozin on eGFR slope varied according to patient subgroups by baseline glycated hemoglobin A1c (HbA1c).",Yes,,,"[{'Clinical Research in Nephrology': 0.750618040561676, 'Cardionephrology': 0.088071808218956, 'Glomerular Disease': 0.05602914094924927, 'Kidney Transplantation': 0.03292585164308548, 'Critical Care in Nephrology': 0.024578385055065155, 'Pediatric Nephrology': 0.01790780760347843, 'Blood Purification': 0.01701841689646244, 'Onconephrology': 0.012850561179220676}]"
150,"The dysfunction of complement factor H (CFH), the main soluble complement negative regulator, potentiates various complement-induced renal injuries. However, insights into the underlying mechanism of CFH dysfunction remain limited. In this study, we investigated whether extracellular protease-mediated degradation accounts for CFH dysfunction in complement-mediated renal injuries.",Yes,,,"[{'Cardionephrology': 0.2593243718147278, 'Pediatric Nephrology': 0.1866593211889267, 'Clinical Research in Nephrology': 0.1679966151714325, 'Onconephrology': 0.1355772465467453, 'Glomerular Disease': 0.07733152061700821, 'Blood Purification': 0.06221479922533035, 'Critical Care in Nephrology': 0.06126587465405464, 'Kidney Transplantation': 0.04963028058409691}]"
