aff,parent
"Division of Infectious Diseases, University of North Carolina School of Medicine, Chapel Hill, North Carolina, USA. Electronic address: aefriedl@ad.unc.edu.",University of North Carolina]US
"Division of Nephrology, Department of Medicine, Yale University School of Medicine, New Haven, Connecticut.",Yale University]US
"Department of Medicine, School of Medicine, University of Louisville, Louisville, Kentucky.",University of Louisville]US
"Division of Infectious Diseases, Department of Medicine, Brigham and Women's Hospital, Boston, MA.",Harvard University]US
"Section of Cardiology, Jesse Brown VA Medical Center and Department of Medicine, University of Illinois at Chicago, Chicago, Illinois.",VA Health Systems Research]US
"Section on Genetics & Epidemiology, Joslin Diabetes Center, Boston, Massachusetts.",Harvard University]US
"Novo Nordisk Research Center Seattle Inc., Seattle, Washington.",Novo Nordisk]DK
"Department of Anesthesia and Perioperative Care, University of California San Francisco, San Francisco, CA.",University of California]US
"Department of Family Medicine and Community Health , Duke University School of Medicine , Durham , North Carolina.",Duke University]US
"Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, USA. Electronic address: garonzikwang@wisc.edu.",University of Wisconsin]US
"Division of Cardiothoracic Surgery, Emory University School of Medicine, Atlanta, Georgia, USA.",Emory University]US
"Capital Health Cancer Center, Pennington, NJ.",New York Institute of Technology]US
"Department of Surgery, University of California, San Francisco, San Francisco, CA.",University of California]US
"Tufts-New England Medical Center, Boston, Massachusetts, USA. Electronic address: JGill@providencehealth.bc.ca.",Providence Health Inc]US
"Department of Epidemiology, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, Maryland. Electronic address: crebhol1@jhu.edu.",Johns Hopkins University]US
"Department of Radiation Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA. Electronic address: Eva_Guinan@dfci.harvard.edu.",Harvard University]US
"Department of Pathology and Immunology, School of Medicine, Washington University St. Louis, Missouri, USA.",Washington University in St. Louis]US
"Graduate School of Biomedical Sciences, The Institutes for Translational Sciences, Icahn School of Medicine at Mount Sinai, New York, New York.",Mount Sinai]US
"Medical Service, Jesse Brown VA Medical Center, Chicago, Illinois",VA Health Systems Research]US
"Department of Biostatistics, Epidemiology, and Informatics, Perelman School of Medicine, Philadelphia, Pennsylvania.",University of Pennsylvania]US
"Department of Medicine, Vagelos College of Physicians and Surgeons and Department of Epidemiology, Mailman School of Public Health, Columbia University, New York, USA.",Columbia University]US
"UCLA Immunogenetics Center, Department of Pathology and Laboratory Medicine, University of California, Los Angeles, California, USA. Electronic address: ereed@mednet.ucla.edu.",University of California]US
"Division of Abdominal Transplantation, Department of Surgery, Stanford University School of Medicine, Palo Alto, CA.",Stanford University]US
"Scientific Registry of Transplant Recipients, Hennepin Healthcare Research Institute, Minneapolis, MN",Scientific Registry of Transplant Recipients]US
"Division of Pediatric Nephrology, Children's Mercy Kansas City, Kansas City, Missouri. Electronic address: bwarady@cmh.edu.",University of Kansas]US
"Orlando VA Medical Center, Orlando, Florida.",VA Health Systems Research]US
"University of Connecticut Health Center, Farmington, Connecticut.",University of Connecticut Health Center]US
"Geriatric Research and Education Clinical Center, VA Maryland Healthcare System, Baltimore, Maryland.",VA Health Systems Research]US
"Institute for Clinical Research and Health Policy Studies, Tufts Medical Center, Boston, Massachusetts.",Tufts University]US
"Center for Obesity and Metabolic Research, Geisinger, Danville, Pennsylvania.",Geisinger Health]US
"Establecimiento de Tejidos Humanos, Fundación Clínica San Francisco, León, Spain.",Fundación Clínica San Francisco]US
"Rho, Durham, North Carolina, USA.",Rho]US
"Section of Geriatric Medicine , Stanford University School of Medicine , Stanford , California.",Stanford University]US
"Rogosin Institute, NewYork-Presbyterian Hospital, New York, New York.",Cornell University]US
"National Institute of Dental and Craniofacial Research, National Institutes of Health, Bethesda, Maryland, USA.",National Institutes of Health]US
"Division of Nephrology, College of Medicine, University of Illinois, Chicago, Illinois.",University of Illinois]US
"VA Tennessee Valley Healthcare System, Clinical Sciences Research and Development, Nashville, Tennessee.",VA Health Systems Research]US
"Department of Medicine, Division of Infectious Diseases, David Geffen School of Medicine at UCLA, Los Angeles, CA.",University of California]US
"Department of Internal Medicine, Nephrology Division, University of Michigan, Ann Arbor, Michigan.",University of Michigan]US
"Section of Cardiology, Loma Linda VA Medical Center, Loma Linda, California.",VA Health Systems Research]US
"Medical Service, Veterans Affairs Health Care System, San Francisco, California, USA.",VA Health Systems Research]US
"Welch Center for Prevention, Epidemiology and Clinical Research, Johns Hopkins University, Baltimore, Maryland",Johns Hopkins University]US
"Liver and Abdominal Transplant Surgery, Columbia University Irving Medical Center, New York, NY.",Columbia University]US
"Department of Surgery, Duke University, Durham, North Carolina, USA",Duke University]US
"Division of Nephrology, Department of Medicine, The Ohio State University Wexner Medical Center, Columbus, Ohio.",Ohio State University]US
"Tufts Clinical and Translational Science Institute, School of Medicine, Tufts University, Boston",Tufts University]US
"Department of Biostatistics and Bioinformatics, Duke University, Durham, NC, USA.",Duke University]US
"Transplant Division, Department of Surgery, UMass Memorial Hospital, University of Massachusetts, Worcester, MA.",University of Massachusetts]US
New York State Department of Health.,New York State Department of Health]US
"Section of Nephrology, Boston University Chobanian and Avedisian School of Medicine and Boston Medical Center, Boston, Massachusetts.",Boston University]US
"Division of Transplant, Department of Surgery, University of California, San Francisco, California, USA. Electronic address: sandy.feng@ucsf.edu.",University of California]US
"Division of Nephrology and Hypertension, Northwestern University, Chicago, Illinois.",Northwestern Univerisity]US
"Department of Epidemiology and Biostatistics, University of California San Francisco, San Francisco, CA.",University of California]US
"Department of Medicine , Duke University School of Medicine , Durham , North Carolina.",Duke University]US
"Tonix Pharmaceuticals, Chatham, New Jersey, USA.",Tonix Inc]US
"Division of Nephrology and Hypertension, Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio.",University of Cincinnati]US
"Systems Genomics Section, Laboratory of Parasitic Diseases, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, Maryland, USA.",National Institutes of Health]US
"Division of Gerontology, Department of Medicine, Beth Israel Deaconess Medical Center and Harvard Medical School, Boston, Massachusetts",Tufts University]US
"Department of Pathology and Immunology, School of Medicine, Washington University in St. Louis, St. Louis, Missouri.",Washington University in St. Louis]US
"Charles River Laboratories, Skokie, Illinois, USA.",Charles River Laboratories Inc]US
"Division of Nephrology, Department of Internal Medicine, University of Nebraska Medical Center, Omaha, NE.",University of Nebraska]US
"Section of Endocrinology, Department of Medicine, Boston University Chobanian & Avedisian School of Medicine and Boston Medical Center, Boston MA.",Boston University]US
"Department of Medicine, Stanford University, Stanford, CA.",Stanford University]US
"Clinical Assistant Professor, Cleveland Clinic Lerner College of Medicine of Case Western Reserve University, Cleveland, OH.",Case Western Reserve University]US
"Division of Nephrology & Hypertension, Department of Internal Medicine, University of Utah Spencer Fox Eccles School of Medicine, Salt Lake City, Utah.",University of Utah]US
"Department of Surgery, University of Maryland School of Medicine, Maryland, USA.",University of Maryland]US
"Section of Infectious Diseases and Global Health, Department of Medicine, University of Chicago Medicine, Chicago, Illinois, USA.",University of Chicago]US
"Pittsburgh Veterans Healthcare System, Pittsburgh, Pennsylvania.",VA Health Systems Research]US
"Arbor Research Collaborative for Health, and University of Michigan, Ann Arbor, Michigan.",University of Michigan]US
"Section of Pediatric Infectious Diseases, Department of Pediatrics, Baylor Scott & White Health, Temple, Texas",Baylor Scott & White Health]US
"HealthPartners Institute, Minneapolis, Minnesota.",HealthPartners Inc]US
"Department of Cardiology, Cedars-Sinai Smidt Heart Institute, Los Angeles, California, USA. Electronic address: kobashigawaj@cshs.org.",University of California]US
"Department of Pathology and Lab Medicine, Baylor University Medical Center, Dallas, TX.",Baylor University]US
