,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"Clinical Research Academy, Peking University Shenzhen Hospital, Peking University, Shenzhen, China","{'entity_group': 'ORG', 'score': 0.9999753, 'word': 'Clinical Research Academy', 'start': 0, 'end': 25}","{'entity_group': 'LOC', 'score': 0.992656, 'word': 'Peking University Shenzhen Hospital', 'start': 27, 'end': 62}","{'entity_group': 'LOC', 'score': 0.9921249, 'word': 'Peking University', 'start': 64, 'end': 81}","{'entity_group': 'LOC', 'score': 0.9999887, 'word': 'Shenzhen', 'start': 83, 'end': 91}","{'entity_group': 'LOC', 'score': 0.99999523, 'word': 'China', 'start': 93, 'end': 98}",,,,,,,,,,
"Ajmera Transplant Centre, University Health Network, Toronto, Ontario, Canada.","{'entity_group': 'LOC', 'score': 0.689783, 'word': 'Ajmera', 'start': 0, 'end': 6}","{'entity_group': 'ORG', 'score': 0.51040053, 'word': 'Transplant Centre', 'start': 7, 'end': 24}","{'entity_group': 'LOC', 'score': 0.7375337, 'word': 'University', 'start': 26, 'end': 36}","{'entity_group': 'ORG', 'score': 0.6573851, 'word': 'Health Network', 'start': 37, 'end': 51}","{'entity_group': 'LOC', 'score': 0.9999727, 'word': 'Toronto', 'start': 53, 'end': 60}","{'entity_group': 'LOC', 'score': 0.99998665, 'word': 'Ontario', 'start': 62, 'end': 69}","{'entity_group': 'LOC', 'score': 0.99999344, 'word': 'Canada', 'start': 71, 'end': 77}",,,,,,,,
"Division of Nephrology, Department of Medicine, Hamilton Health Sciences Centre, McMaster University, Hamilton, Ontario, Canada.","{'entity_group': 'ORG', 'score': 0.9197972, 'word': 'Division of Nephrology', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.85166574, 'word': 'Department of Medicine', 'start': 24, 'end': 46}","{'entity_group': 'LOC', 'score': 0.99108505, 'word': 'Hamilton Health Sciences Centre', 'start': 48, 'end': 79}","{'entity_group': 'ORG', 'score': 0.9747777, 'word': 'McMaster University', 'start': 81, 'end': 100}","{'entity_group': 'LOC', 'score': 0.99997365, 'word': 'Hamilton', 'start': 102, 'end': 110}","{'entity_group': 'LOC', 'score': 0.99997723, 'word': 'Ontario', 'start': 112, 'end': 119}","{'entity_group': 'LOC', 'score': 0.9999907, 'word': 'Canada', 'start': 121, 'end': 127}",,,,,,,,
"School of Public Health, The University of Texas Health Science Center at Houston, Houston, Texas.","{'entity_group': 'ORG', 'score': 0.9729231, 'word': 'School of Public Health', 'start': 0, 'end': 23}","{'entity_group': 'ORG', 'score': 0.87730414, 'word': 'University of Texas Health Science Center at', 'start': 29, 'end': 73}","{'entity_group': 'LOC', 'score': 0.9231458, 'word': 'Houston', 'start': 74, 'end': 81}","{'entity_group': 'LOC', 'score': 0.9999782, 'word': 'Houston', 'start': 83, 'end': 90}","{'entity_group': 'LOC', 'score': 0.9999691, 'word': 'Texas', 'start': 92, 'end': 97}",,,,,,,,,,
"Division of Transplantation, Department of Surgery, University of California, San Francisco, California, USA. Electronic address: qizhi.tang@ucsf.edu.","{'entity_group': 'ORG', 'score': 0.99911565, 'word': 'Division of Transplantation', 'start': 0, 'end': 27}","{'entity_group': 'ORG', 'score': 0.9980714, 'word': 'Department of Surgery', 'start': 29, 'end': 50}","{'entity_group': 'ORG', 'score': 0.9998289, 'word': 'University of California', 'start': 52, 'end': 76}","{'entity_group': 'LOC', 'score': 0.99858606, 'word': 'San Francisco', 'start': 78, 'end': 91}","{'entity_group': 'LOC', 'score': 0.99998343, 'word': 'California', 'start': 93, 'end': 103}","{'entity_group': 'LOC', 'score': 0.9999821, 'word': 'USA', 'start': 105, 'end': 108}","{'entity_group': 'PER', 'score': 0.99767077, 'word': 'qizhi', 'start': 130, 'end': 135}","{'entity_group': 'PER', 'score': 0.99918634, 'word': 'tang', 'start': 136, 'end': 140}","{'entity_group': 'ORG', 'score': 0.99838525, 'word': 'ucsf', 'start': 141, 'end': 145}","{'entity_group': 'ORG', 'score': 0.7355196, 'word': 'edu', 'start': 146, 'end': 149}",,,,,
"The Liver Unit, King's College Hospital, London, United Kingdom.","{'entity_group': 'ORG', 'score': 0.99441844, 'word': 'Liver Unit', 'start': 4, 'end': 14}","{'entity_group': 'LOC', 'score': 0.99989545, 'word': ""King's College Hospital"", 'start': 16, 'end': 39}","{'entity_group': 'LOC', 'score': 0.99999344, 'word': 'London', 'start': 41, 'end': 47}","{'entity_group': 'LOC', 'score': 0.9999969, 'word': 'United Kingdom', 'start': 49, 'end': 63}",,,,,,,,,,,
"Department of Immunology, Transplant Medicine and Internal Diseases, Medical University of Warsaw, Warsaw, Poland.","{'entity_group': 'ORG', 'score': 0.9997376, 'word': 'Department of Immunology, Transplant Medicine and Internal Diseases', 'start': 0, 'end': 67}","{'entity_group': 'ORG', 'score': 0.99991673, 'word': 'Medical University of Warsaw', 'start': 69, 'end': 97}","{'entity_group': 'LOC', 'score': 0.9999948, 'word': 'Warsaw', 'start': 99, 'end': 105}","{'entity_group': 'LOC', 'score': 0.9999962, 'word': 'Poland', 'start': 107, 'end': 113}","{'entity_group': 'ORG', 'score': 0.8946075, 'word': '.', 'start': 113, 'end': 114}",,,,,,,,,,
"Department of Oncology, University of Alberta, Edmonton, Alberta, Canada.","{'entity_group': 'ORG', 'score': 0.99789923, 'word': 'Department of Oncology', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.99992585, 'word': 'University of Alberta', 'start': 24, 'end': 45}","{'entity_group': 'LOC', 'score': 0.9999344, 'word': 'Edmonton', 'start': 47, 'end': 55}","{'entity_group': 'LOC', 'score': 0.99996716, 'word': 'Alberta', 'start': 57, 'end': 64}","{'entity_group': 'LOC', 'score': 0.99999344, 'word': 'Canada', 'start': 66, 'end': 72}",,,,,,,,,,
"Division of Abdominal Transplantation, Department of Surgery and Perioperative Care, Dell Medical School at the University of Texas at Austin, Austin, Texas, USA.","{'entity_group': 'ORG', 'score': 0.98667127, 'word': 'Division of Abdominal Transplantation', 'start': 0, 'end': 37}","{'entity_group': 'ORG', 'score': 0.94386977, 'word': 'Department of Surgery and Perioperative Care', 'start': 39, 'end': 83}","{'entity_group': 'LOC', 'score': 0.8687951, 'word': 'Dell Medical School', 'start': 85, 'end': 104}","{'entity_group': 'ORG', 'score': 0.9981669, 'word': 'University of Texas at Austin', 'start': 112, 'end': 141}","{'entity_group': 'LOC', 'score': 0.99995935, 'word': 'Austin', 'start': 143, 'end': 149}","{'entity_group': 'LOC', 'score': 0.99995995, 'word': 'Texas', 'start': 151, 'end': 156}","{'entity_group': 'LOC', 'score': 0.99994874, 'word': 'USA', 'start': 158, 'end': 161}",,,,,,,,
"National Clinical Research Center for Kidney Disease, State Key Laboratory of Organ Failure Research, Nanfang Hospital, Southern Medical University. Electronic address: ffhouguangzhou@163.com.","{'entity_group': 'ORG', 'score': 0.999941, 'word': 'National Clinical Research Center for Kidney Disease', 'start': 0, 'end': 52}","{'entity_group': 'ORG', 'score': 0.9998371, 'word': 'State Key Laboratory of Organ Failure Research', 'start': 54, 'end': 100}","{'entity_group': 'LOC', 'score': 0.99998856, 'word': 'Nanfang Hospital', 'start': 102, 'end': 118}","{'entity_group': 'ORG', 'score': 0.6300072, 'word': 'Southern Medical University', 'start': 120, 'end': 147}","{'entity_group': 'ORG', 'score': 0.59145063, 'word': 'ho', 'start': 171, 'end': 173}","{'entity_group': 'LOC', 'score': 0.5920216, 'word': 'zhou', 'start': 179, 'end': 183}","{'entity_group': 'ORG', 'score': 0.667112, 'word': '.', 'start': 187, 'end': 188}",,,,,,,,
"Department of Infectious Diseases, Ramón y Cajal University Hospital, Madrid, Spain.","{'entity_group': 'ORG', 'score': 0.88159585, 'word': 'Department of Infec', 'start': 0, 'end': 19}","{'entity_group': 'ORG', 'score': 0.93093985, 'word': 'us Diseases', 'start': 22, 'end': 33}","{'entity_group': 'LOC', 'score': 0.9994397, 'word': 'Ramón y Cajal University Hospital', 'start': 35, 'end': 68}","{'entity_group': 'LOC', 'score': 0.9999926, 'word': 'Madrid', 'start': 70, 'end': 76}","{'entity_group': 'LOC', 'score': 0.99999726, 'word': 'Spain', 'start': 78, 'end': 83}",,,,,,,,,,
"Life Sciences Institute, Zhejiang University, Hangzhou, People's Republic of China.","{'entity_group': 'ORG', 'score': 0.99999344, 'word': 'Life Sciences Institute', 'start': 0, 'end': 23}","{'entity_group': 'ORG', 'score': 0.9999813, 'word': 'Zhejiang University', 'start': 25, 'end': 44}","{'entity_group': 'LOC', 'score': 0.9999917, 'word': 'Hangzhou', 'start': 46, 'end': 54}","{'entity_group': 'LOC', 'score': 0.99996513, 'word': ""People's Republic of China"", 'start': 56, 'end': 82}","{'entity_group': 'ORG', 'score': 0.87028354, 'word': '.', 'start': 82, 'end': 83}",,,,,,,,,,
"Department of Nephrology, CH Pontoise, Pontoise, France.","{'entity_group': 'ORG', 'score': 0.9981105, 'word': 'Department of Nephrology', 'start': 0, 'end': 24}","{'entity_group': 'LOC', 'score': 0.95992255, 'word': 'CH Pontoise', 'start': 26, 'end': 37}","{'entity_group': 'LOC', 'score': 0.99998516, 'word': 'Pontoise', 'start': 39, 'end': 47}","{'entity_group': 'LOC', 'score': 0.99999726, 'word': 'France', 'start': 49, 'end': 55}",,,,,,,,,,,
"Institute of Medical Immunology, Virchow - Klinikum, Berlin, Germany. Electronic address: birgit.sawitzki@bih-charite.de.","{'entity_group': 'ORG', 'score': 0.99998486, 'word': 'Institute of Medical Immunology', 'start': 0, 'end': 31}","{'entity_group': 'LOC', 'score': 0.99428713, 'word': 'Virchow', 'start': 33, 'end': 40}","{'entity_group': 'LOC', 'score': 0.9980072, 'word': 'Klinikum', 'start': 43, 'end': 51}","{'entity_group': 'LOC', 'score': 0.99999344, 'word': 'Berlin', 'start': 53, 'end': 59}","{'entity_group': 'LOC', 'score': 0.9999962, 'word': 'Germany', 'start': 61, 'end': 68}","{'entity_group': 'PER', 'score': 0.9300049, 'word': 'birgit.sawitzki', 'start': 90, 'end': 105}","{'entity_group': 'ORG', 'score': 0.9377654, 'word': 'bih-charite.de.', 'start': 106, 'end': 121}",,,,,,,,
"Department of Internal Medicine, Boramae Medical Center, Seoul, Korea","{'entity_group': 'ORG', 'score': 0.9805826, 'word': 'Department of Internal Medicine', 'start': 0, 'end': 31}","{'entity_group': 'LOC', 'score': 0.9998913, 'word': 'Boramae Medical Center', 'start': 33, 'end': 55}","{'entity_group': 'LOC', 'score': 0.9999951, 'word': 'Seoul', 'start': 57, 'end': 62}","{'entity_group': 'LOC', 'score': 0.999995, 'word': 'Korea', 'start': 64, 'end': 69}",,,,,,,,,,,
"Division of Cardiovascular Disease, University of Alabama-Birmingham, Birmingham, Alabama.","{'entity_group': 'ORG', 'score': 0.9985765, 'word': 'Division of Cardiovascular Disease', 'start': 0, 'end': 34}","{'entity_group': 'ORG', 'score': 0.9815812, 'word': 'University of Alabama-Birmingham', 'start': 36, 'end': 68}","{'entity_group': 'LOC', 'score': 0.9995461, 'word': 'Birmingham', 'start': 70, 'end': 80}","{'entity_group': 'LOC', 'score': 0.99999094, 'word': 'Alabama', 'start': 82, 'end': 89}","{'entity_group': 'ORG', 'score': 0.7385125, 'word': '.', 'start': 89, 'end': 90}",,,,,,,,,,
"Research Institute, Ottawa Hospital, Ottawa, Ontario, Canada.","{'entity_group': 'ORG', 'score': 0.99998766, 'word': 'Research Institute', 'start': 0, 'end': 18}","{'entity_group': 'LOC', 'score': 0.99998516, 'word': 'Ottawa Hospital', 'start': 20, 'end': 35}","{'entity_group': 'LOC', 'score': 0.99999535, 'word': 'Ottawa', 'start': 37, 'end': 43}","{'entity_group': 'LOC', 'score': 0.9999857, 'word': 'Ontario', 'start': 45, 'end': 52}","{'entity_group': 'LOC', 'score': 0.99999297, 'word': 'Canada', 'start': 54, 'end': 60}",,,,,,,,,,
"Department of Nephrology, Hôpital Européen Georges Pompidou, Assistance Publique-Hôpitaux de Paris, Paris.","{'entity_group': 'ORG', 'score': 0.8357946, 'word': 'Department of Nephrology', 'start': 0, 'end': 24}","{'entity_group': 'LOC', 'score': 0.9218025, 'word': 'Hôpital Européen Georges Pompidou', 'start': 26, 'end': 59}","{'entity_group': 'LOC', 'score': 0.6505173, 'word': 'Assist', 'start': 61, 'end': 67}","{'entity_group': 'ORG', 'score': 0.61343575, 'word': 'ance Publique', 'start': 67, 'end': 80}","{'entity_group': 'LOC', 'score': 0.7695238, 'word': '-Hôpitaux de Paris', 'start': 80, 'end': 98}","{'entity_group': 'LOC', 'score': 0.99999535, 'word': 'Paris', 'start': 100, 'end': 105}",,,,,,,,,
"Department of Internal Medicine, Division of Nephrology and Transplantation, Erasmus Medical Center, Rotterdam, The Netherlands.","{'entity_group': 'ORG', 'score': 0.99073565, 'word': 'Department of Internal Medicine', 'start': 0, 'end': 31}","{'entity_group': 'ORG', 'score': 0.9951255, 'word': 'Division of Nephrology and Transplantation', 'start': 33, 'end': 75}","{'entity_group': 'LOC', 'score': 0.99774265, 'word': 'Erasmus Medical Center', 'start': 77, 'end': 99}","{'entity_group': 'LOC', 'score': 0.9999552, 'word': 'Rotterdam', 'start': 101, 'end': 110}","{'entity_group': 'LOC', 'score': 0.9999841, 'word': 'The Netherlands', 'start': 112, 'end': 127}",,,,,,,,,,
"Department of Urology, and Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea.","{'entity_group': 'ORG', 'score': 0.95873916, 'word': 'Department of Urology', 'start': 0, 'end': 21}","{'entity_group': 'LOC', 'score': 0.9999175, 'word': 'Kangbuk Samsung Hospital', 'start': 27, 'end': 51}","{'entity_group': 'LOC', 'score': 0.4314564, 'word': 'School', 'start': 53, 'end': 59}","{'entity_group': 'ORG', 'score': 0.60315454, 'word': 'of Medicine', 'start': 60, 'end': 71}","{'entity_group': 'ORG', 'score': 0.9998736, 'word': 'Sungkyunkwan University', 'start': 73, 'end': 96}","{'entity_group': 'LOC', 'score': 0.99999297, 'word': 'Seoul', 'start': 98, 'end': 103}","{'entity_group': 'LOC', 'score': 0.99999475, 'word': 'South Korea', 'start': 105, 'end': 116}",,,,,,,,
"Department of Hepatobiliary and Liver Transplant Surgery, St. James's University Hospital, Leeds Teaching Hospitals NHS Trust, Leeds, United Kingdom.","{'entity_group': 'ORG', 'score': 0.7075286, 'word': 'Department of Hepatobiliary', 'start': 0, 'end': 27}","{'entity_group': 'ORG', 'score': 0.5748089, 'word': 'Live', 'start': 32, 'end': 36}","{'entity_group': 'LOC', 'score': 0.99985677, 'word': ""St. James's University Hospital"", 'start': 58, 'end': 89}","{'entity_group': 'ORG', 'score': 0.9606043, 'word': 'Leeds Teaching Hospitals NHS Trust', 'start': 91, 'end': 125}","{'entity_group': 'LOC', 'score': 0.9999957, 'word': 'Leeds', 'start': 127, 'end': 132}","{'entity_group': 'LOC', 'score': 0.99999577, 'word': 'United Kingdom', 'start': 134, 'end': 148}",,,,,,,,,
"Department of Nephrology, Limoges University hospital","{'entity_group': 'ORG', 'score': 0.951121, 'word': 'of Nephrology', 'start': 11, 'end': 24}","{'entity_group': 'ORG', 'score': 0.695619, 'word': 'Limoges University', 'start': 26, 'end': 44}",,,,,,,,,,,,,
"Clinical and Diagnostic Immunology, Department of Microbiology, Immunology and Transplantation, KU Leuven, Leuven","{'entity_group': 'ORG', 'score': 0.77499974, 'word': 'Clinical and Diagnos', 'start': 0, 'end': 20}","{'entity_group': 'ORG', 'score': 0.9949169, 'word': 'Immunology', 'start': 24, 'end': 34}","{'entity_group': 'ORG', 'score': 0.9993598, 'word': 'Department of Microbiology, Immunology and Transplantation', 'start': 36, 'end': 94}","{'entity_group': 'ORG', 'score': 0.9999145, 'word': 'KU Leuven', 'start': 96, 'end': 105}","{'entity_group': 'LOC', 'score': 0.99998444, 'word': 'Leuven', 'start': 107, 'end': 113}",,,,,,,,,,
"Division of General Internal Medicine, School of Medicine, Duke University, Durham, North Carolina","{'entity_group': 'ORG', 'score': 0.9703515, 'word': 'Division of General Internal Medicine', 'start': 0, 'end': 37}","{'entity_group': 'ORG', 'score': 0.81609136, 'word': 'School of Medicine', 'start': 39, 'end': 57}","{'entity_group': 'ORG', 'score': 0.9982239, 'word': 'Duke University', 'start': 59, 'end': 74}","{'entity_group': 'LOC', 'score': 0.9999257, 'word': 'Durham', 'start': 76, 'end': 82}","{'entity_group': 'LOC', 'score': 0.9999907, 'word': 'North Carolina', 'start': 84, 'end': 98}",,,,,,,,,,
"Department of Medicine, Division of Hematology, University of Ottawa, Ottawa, Ontario, Canada.","{'entity_group': 'ORG', 'score': 0.997977, 'word': 'Department of Medicine', 'start': 0, 'end': 22}","{'entity_group': 'ORG', 'score': 0.95086384, 'word': 'Division', 'start': 24, 'end': 32}","{'entity_group': 'ORG', 'score': 0.94900745, 'word': 'Hematology', 'start': 36, 'end': 46}","{'entity_group': 'ORG', 'score': 0.99948776, 'word': 'University of Ottawa', 'start': 48, 'end': 68}","{'entity_group': 'LOC', 'score': 0.99997663, 'word': 'Ottawa', 'start': 70, 'end': 76}","{'entity_group': 'LOC', 'score': 0.99997306, 'word': 'Ontario', 'start': 78, 'end': 85}","{'entity_group': 'LOC', 'score': 0.9999919, 'word': 'Canada', 'start': 87, 'end': 93}",,,,,,,,
"Nuffield Department of Surgical Sciences, University of Oxford, Oxford, United Kingdom.","{'entity_group': 'ORG', 'score': 0.9768237, 'word': 'Nuffield Department of Surgical Sciences', 'start': 0, 'end': 40}","{'entity_group': 'ORG', 'score': 0.99987394, 'word': 'University of Oxford', 'start': 42, 'end': 62}","{'entity_group': 'LOC', 'score': 0.9995548, 'word': 'Oxford', 'start': 64, 'end': 70}","{'entity_group': 'LOC', 'score': 0.999996, 'word': 'United Kingdom', 'start': 72, 'end': 86}",,,,,,,,,,,
"Department of Nephrology and Transplantation, University Hospital, Strasbourg.","{'entity_group': 'ORG', 'score': 0.9961931, 'word': 'Department of Nephrology and Transplantation', 'start': 0, 'end': 44}","{'entity_group': 'LOC', 'score': 0.9899852, 'word': 'University Hospital', 'start': 46, 'end': 65}","{'entity_group': 'LOC', 'score': 0.9997328, 'word': 'Strasbourg', 'start': 67, 'end': 77}",,,,,,,,,,,,
"Thoracic Intensive Care Unit, Foch Hospital, Suresnes, France.","{'entity_group': 'LOC', 'score': 0.82237375, 'word': 'Thor', 'start': 0, 'end': 4}","{'entity_group': 'LOC', 'score': 0.9999845, 'word': 'Foch Hospital', 'start': 30, 'end': 43}","{'entity_group': 'LOC', 'score': 0.999949, 'word': 'Suresnes', 'start': 45, 'end': 53}","{'entity_group': 'LOC', 'score': 0.9999968, 'word': 'France', 'start': 55, 'end': 61}",,,,,,,,,,,
"Department of Urology, Shandong Provincial Hospital Affiliated to Shandong First Medical University, Jinan, Shandong, China.","{'entity_group': 'ORG', 'score': 0.74661815, 'word': 'Urology', 'start': 14, 'end': 21}","{'entity_group': 'LOC', 'score': 0.99787486, 'word': 'Shandong Provincial Hospital', 'start': 23, 'end': 51}","{'entity_group': 'ORG', 'score': 0.99577796, 'word': 'Shandong First Medical University', 'start': 66, 'end': 99}","{'entity_group': 'LOC', 'score': 0.99998486, 'word': 'Jinan', 'start': 101, 'end': 106}","{'entity_group': 'LOC', 'score': 0.99998844, 'word': 'Shandong', 'start': 108, 'end': 116}","{'entity_group': 'LOC', 'score': 0.9999951, 'word': 'China', 'start': 118, 'end': 123}",,,,,,,,,
