,Unnamed: 0,ORG_SET,LOC_SET
141,"LIM 03, Division of Clinical Pathology, University of São Paulo Medical School, São Paulo, Brazil.","{'', 'Pathology', 'Division of Clinic', 'University of São Paulo Medical School'}","{'Brazil', 'São Paulo'}"
142,"Department of Pathology, UZ Leuven, Leuven, Belgium.",{'UZ Leuven'},"{'Belgium', 'Leuven'}"
143,"Department of Family Medicine, La Maestra Community Health Centers, San Diego, California.",{'Department of Family Medicine'},"{'San Diego', 'California', 'La Maestra'}"
144,"Travere Therapeutics, Inc., San Diego, California.","{'Travere Therapeutics, Inc.'}","{'California', 'San Diego'}"
145,"Service de Néphrologie et Immunologie Clinique, CHU Nantes, Nantes, France.","{'Service de Néphrologie et Immunologie Clinique', 'CHU Nantes'}","{'Nantes', 'France'}"
146,"The Rogosin Institute, New York, New York.",{'The Rogosin Institute'},{'New York'}
147,"Department of Medicine, King Khalid University Hospital, Riyadh, Saudi Arabia",set(),"{'Riyadh', 'Saudi Arabia', 'King Khalid University Hospital'}"
148,"Department of Medicine, University of Nebraska Medical Center, Omaha, Nebraska, USA.","{'Department of Medicine', 'University of'}","{'USA', 'Omaha', 'Nebraska Medical Center', 'Nebraska'}"
149,"Department of Pediatrics, Johns Hopkins University School of Medicine, Baltimore, MD.","{'Department of Pediatrics', 'John'}","{'s Hopkins University School of Medicine', 'MD', 'Baltimore'}"
150,"Microbiology Department, La Paz University Hospital Institute for Health Research (IdiPAZ), CIBERINFEC, Carlos III Health Institute, Madrid, Spain.","{'La', 'University Hospital Institute for Health Research', 'Microbiology Department', 'IdiPAZ'}","{'Carlos III Health Institute', 'Paz', 'Spain', 'Madrid'}"
151,"University of Utah Health and VA Salt Lake City Health Care System, Salt Lake City, Utah.",{'University of Utah Health and VA'},"{'Salt Lake City Health Care System', 'Salt Lake City', 'Utah'}"
152,"Department of Dermatology, Medical University of Vienna, Vienna, Austria.","{'Medical University of Vienna', 'Department of Dermatology'}","{'Vienna', 'Austria'}"
153,"Aliasghar Children's Hospital, Department of Pediatrics, School of Medicine, Iran University of Medical Sciences, Tehran, Iran.","{'Pediatrics', 'School of Medicine', 'Iran University of Medical Sciences'}","{""Aliasghar Children's Hospital"", 'Iran', 'Tehran'}"
154,"UK Renal Registry, The UK Kidney Association, Bristol, United Kingdom.","{'The UK Kidney Association', 'UK Renal Registry'}","{'Bristol', 'United Kingdom'}"
155,"MRC Population Health Research Unit, Clinical Trial Service Unit and Epidemiological Studies Unit, University of Oxford, Oxford, United Kingdom.","{'University of Oxford', 'MRC Population Health Research Unit, Clinical Trial Service Unit and Epidemiological Studies Unit'}","{'United Kingdom', 'Oxford'}"
156,"Department of Surgery, Seoul National University Hospital and Seoul National University College of Medicine, Seoul, South Korea.","{'Department of Surgery', 'Seoul National University College of Medicine'}","{'Seoul', 'South Korea', 'Seoul National University Hospital'}"
157,"Department of Physiology and Pathophysiology, School of Basic Medical Sciences, Peking University, Key Laboratory of Molecular Cardiovascular Science, Ministry of Education, Beijing, China.","{'Department of Physiology and Pathophysiology', 'Peking University', 'Ministry of Education', 'School of Basic Medical Sciences', 'Key Laboratory of Molecular Cardiovascular Science'}","{'Beijing', 'China'}"
158,"Department of Pediatric Nephrology, CHU Besançon, Besançon, France.","{'CHU Besançon', 'Department of Pediatric Nephrology'}","{'France', 'Besançon'}"
159,"Division of Precision Medicine, Department of Medicine, New York University Grossman School of Medicine, New York, New York.","{'Department of Medicine', 'Division of Precision Medicine', 'New York University Grossman School of'}","{'New York', 'Medicine'}"
160,"Center for Drug Safety and Effectiveness, Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland.","{'Center for Drug Safety and Effectiveness', 'Department of Epidemiology', 'Johns Hopkins Bloomberg School of Public Health'}","{'Maryland', 'Baltimore'}"
161,"Department of Pediatrics, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania.","{'University of Pennsylvania', 'Department of Pediatrics'}","{'Philadelphia', 'Pennsylvania', 'Perelman School of Medicine'}"
162,"Department of Medicine, Division of Transplant Infectious Disease, Ajmera Transplant Centre, Toronto, ON, Canada.","{'Department of Medicine', 'Division of Transplant Infec', 'us Disease'}","{'Ajmera Transplant Centre', 'ON', 'Canada', 'Toronto'}"
163,"Department of Medical Sciences, Clinical Chemistry, Uppsala University, Uppsala, Sweden.","{'Uppsala University', 'Department of Medical Sciences, Clinical Chemistry'}","{'Sweden', 'Uppsala'}"
164,"Division of Pediatric Nephrology, Shaare Zedek Medical Center and Faculty of Medicine, Hebrew University of Jerusalem, Jerusalem, Israel.","{'Division', 'Faculty of Medicine', 'Pediatric Nephrology', 'Hebrew University of Jerusalem'}","{'Jerusalem', 'Shaare Zedek Medical Center', 'Israel'}"
165,"Division of Infectious Diseases, Beth Israel Deaconess Medical Center, Boston, Massachusetts, USA.",set(),"{'Boston', 'Massachusetts', 'USA', 'Beth Israel Deaconess Medical Center'}"
166,"Department of Physiology and Pathophysiology, Fudan University School of Basic Medical Sciences, Shanghai, China.","{'Physiology', 'Fudan University School of Basic Medical Sciences', 'Department', 'Pathophysiology'}","{'China', 'Shanghai'}"
167,"Henry Ford Hospital, Detroit, Michigan, USA.",set(),"{'Michigan', 'Henry Ford Hospital', 'USA', 'Detroit'}"
168,"Department of Medicine, University of California, Los Angeles, California.","{'Department of Medicine', 'University of California'}","{'California', 'Los Angeles'}"
169,"Guangzhou National Laboratory, Guangzhou, Guangdong 510005, China.",{'Guangzhou National Laboratory'},"{'Guangzhou', 'China', 'Guangdong'}"
170,"The National Centre for Infections in Cancer, Peter MacCallum Cancer Centre, Parkville, Victoria, Australia.",{'National Centre for Infections in Cancer'},"{'Parkville', 'Victoria', 'Australia', 'Peter MacCallum Cancer Centre'}"
171,"Renal Division, Peking University First Hospital, Peking University Institute of Nephrology, Beijing, China.","{'Division', 'Ren', 'Peking University Institute of Nephrology'}","{'Beijing', 'China', 'Peking University First Hospital'}"
172,"Department of Pediatrics, Riley Hospital for Children at Indiana University Health, Indianapolis, Indiana.",set(),"{'Indiana University Health', 'Indiana', 'Indianapolis', 'Riley Hospital for Children'}"
173,"Department of Family Medicine and Public Health, UC San Diego, La Jolla, CA.","{'UC San Diego', 'Department of Family Medicine and Public Health'}","{'CA', 'La Jolla'}"
174,"Department of Medicine and Department of Biostatistics, Epidemiology, and Informatics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania.","{'Department of Medicine', 'Department of Biostatistics, Epidemiology, and Informatics', 'University of Pennsylvania'}","{'Philadelphia', 'Pennsylvania', 'Perelman School of Medicine'}"
175,"University of Toronto, Toronto, Ontario, Canada",{'University of Toronto'},"{'Ontario', 'Canada', 'Toronto'}"
176,"Department of Pediatrics, Division of Pediatric Nephrology, Masonic Children's Hospital, University of Minnesota, Minneapolis, Minnesota.","{'Division of Pediatric Nephrology', 'University of Minnesota', 'Department of Pediatrics'}","{'Minneapolis', ""Masonic Children's Hospital"", 'Minnesota'}"
177,"Department of Laboratory Medicine, Kangbuk Samsung Hospital, School of Medicine, Sungkyunkwan University, Seoul, South Korea.","{'Sungkyunkwan University', 'Medicine', 'School of Medicine', 'Department of Labor'}","{'Seoul', 'Kangbuk Samsung Hospital', 'South Korea'}"
178,"Department of Surgery,College of Medicine,University of Florida, Gainesville,Florida,USA.","{'University of Florida', 'Department of Surgery', 'College of Medicine'}","{'USA.', 'Gainesville', 'Florida'}"
179,"Dialysis Unit, Assuta Hospital, Haifa, Israel.",set(),"{'Assuta Hospital', 'Israel', 'Haifa'}"
180,"Regenerative Medicine Institute (REMEDI) at CÚRAM SFI Research Centre for Medical Devices, School of Medicine, University of Galway, Galway, Ireland.","{'CÚRAM SFI Research Centre for Medical Devices', 'Regenerative Medicine Institute', 'School of Medicine', 'University of Galway', 'REMEDI'}","{'Ireland', 'Galway'}"
181,"Transplant Branch, Division of Allergy, Immunology and Transplantation, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Rockville, Maryland.","{'National Institute of Allergy and Infectious Diseases', 'Transplant Branch', 'Division of Allergy, Immunology and Transplantation', 'National Institutes of Health'}","{'Maryland', 'Rockville'}"
182,"Clinical and Biomedical Proteomics Group, Leeds Institute of Medical Research, University of Leeds, Leeds, United Kingdom.","{'Leeds Institute of Medical Research', 'Clinical and Biomedical Proteomics Group', 'University of Leeds'}","{'Leeds', 'United Kingdom'}"
183,"Program in Health Services and Systems Research, Duke-NUS Medical School, Singapore, Singapore.","{'Duke-NUS Medical School', 'Services and Systems Research'}",{'Singapore'}
184,"Division of Nephrology, Department of Medicine, McMaster University, Hamilton, Ontario, Canada.","{'Division of Nephrology', 'McMaster University', 'Department of Medicine'}","{'Ontario', 'Hamilton', 'Canada'}"
185,"Division of Nephrology and Hypertension, University of North Carolina, Chapel Hill, North Carolina.","{'University of North Carolina', 'Division of Nephrology and Hypertension'}","{'North Carolina', 'Chapel Hill'}"
186,"Institute of Medical Science, University of Toronto, Toronto, Ontario, Canada. Electronic address: shaf.keshavjee@uhn.ca.","{'uhn', 'ca', 'Institute of Medical Science', 'University of Toronto'}","{'Ontario', 'Canada', 'Toronto'}"
187,"Department of Nephrology, CHU Brugmann, Bruxelles, Belgium.","{'Department of Nephrology', 'CHU Brugmann'}","{'Bruxelles', 'Belgium'}"
188,"Kolling Institute, Royal North Shore Hospital University of Sydney, Sydney, New South Wales, Australia.","{'University of Sydney', 'Kolling Institute'}","{'New South Wales', 'Royal North Shore Hospital', 'Australia', 'Sydney'}"
189,"INSERM, PARCC, Paris Institute for Transplantation and Organ Regeneration, Université de Paris Cité, Paris, France.","{'Paris Institute for Transplantation and Organ Regeneration', 'INSERM', 'PARCC', 'Université de Paris Cité'}","{'France', 'Paris'}"
190,"Department of Renal Medicine, St George Hospital, Kogarah, Australia",{'Renal Medicine'},"{'Kogarah', 'St George Hospital', 'Australia'}"
191,"Colorado Center for Transplantation Care, Research and Education, Aurora, Colorado, USA.","{'Colorado Center for Transplantation Care, Research and Education'}","{'Colorado', 'Aurora', 'USA'}"
192,"Department of Gastroenterology, Heidelberg University Hospital, Heidelberg, Germany.",{'Gastroenterology'},"{'Germany', 'Heidelberg University Hospital', 'Heidelberg'}"
193,"Department of Clinical Pharmacy and Pharmacology, University of Groningen, University Medical Center Groningen, Groningen, The Netherlands.","{'University of Groningen', 'Department of Clinical Pharmacy and Pharmacology'}","{'University Medical Center Groningen', 'The Netherlands', 'Groningen'}"
194,"Division of Nephrology, Department of Medicine, School of Medicine, Stanford University, Stanford. Electronic address: mstedman@stanford.edu.","{'Department of Medicine', 'Division of Nephrology', 'School of Medicine', 'stanford.edu', 'Stanford University'}",{'Stanford'}
195,"NYU Health Sciences Library, NYU Grossman School of Medicine, NYU Langone Health, New York, New York.","{'NYU Langone Health', 'NYU Health Sciences Library', 'NYU Grossman School of Medicine'}",{'New York'}
196,"Division of Nephrology, Department of Medicine, University of California, San Francisco, California, USA.","{'Division of Nephrology', 'University of California', 'Department of Medicine'}","{'California', 'San Francisco', 'USA'}"
197,"Washington University School of Medicine, St. Louis, Missouri.",{'Washington University School of Medicine'},"{'Missouri', 'St. Louis'}"
198,"CorMedix Inc., Berkeley Heights, New Jersey.",{'CorMedix Inc.'},"{'New Jersey', 'Berkeley Heights'}"
199,"Pharmacovigilance Center, Department of Clinical Pharmacology, Amiens-Picardie University Medical Center, Amiens.","{'Pharmacovigilance Center', 'Department of Clinical Pharmacology'}","{'Amiens-Picardie University Medical Center', 'Amiens'}"
200,"Department of Laboratory Medicine, University of Groningen, University Medical Center Groningen, Groningen, the Netherlands.","{'University of Groningen', 'Department of Laboratory Medicine'}","{'University Medical Center Groningen', 'Groningen', 'Netherlands'}"
201,"University of Chicago Medicine, Chicago, Illinois, USA",{'University of Chicago Medicine'},"{'Illinois', 'USA', 'Chicago'}"
202,"Department of Obstetrics & Gynecology, University of Washington, Seattle, Washington.","{'University of Washington', 'Department of Obstetrics & Gynecology'}","{'Seattle', 'Washington'}"
203,"Lawson Health Research Institute, London, Ontario, Canada.",{'Lawson Health Research Institute'},"{'Ontario', 'London', 'Canada'}"
204,"Center for Health Equity Research and Promotion, VA Pittsburgh Healthcare System, Pittsburgh, Pennsylvania.","{'VA Pittsburgh Healthcare System', 'Center for Health Equity Research and Promotion'}","{'Pittsburgh', 'Pennsylvania'}"
205,"Division of Hematology and Oncology, Department of Medicine, Feinberg School of Medicine, Northwestern University, Evanston, Illinois.","{'Department of Medicine', 'Northwestern University', 'Division of Hematology and Oncology'}","{'Illinois', 'Evanston', 'Feinberg School of Medicine'}"
206,"Social Work Services, Fresenius Medical Care North America, Waltham, Massachusetts.",{'Fresenius Medical Care North America'},"{'Waltham', 'Massachusetts'}"
