,aff,parent
260,"Division of Pulmonary, Allergy and Critical Care Medicine, Columbia University Medical Center, New York City, New York, USA.",Columbia University]US
261,"Center for Disease Dynamics, Economics & Policy, Washington, District of Columbia.",One Health Trust]US
262,"Department of Kidney Medicine, Cleveland Clinic, Cleveland, Ohio.",Case Western Reserve University]US
263,"Selzman Institute for Kidney Health, Section of Nephrology, Department of Medicine, Baylor College of Medicine, Houston, Texas",Baylor College of Medicine]US
264,"Department of Epidemiology, Colorado University School of Public Health, Aurora, Colorado.",University of Colorado]US
265,"Department of of Internal Medicine and Iowa Institute of Human Genetics, University of Iowa Carver College of Medicine, Iowa City, Iowa, USA.",University of Iowa]US
266,"Department of Medicine, School of Medicine, Duke University, Durham, North Carolina.",Duke University]US
267,"Department of Psychiatry & Psychology, Mayo Clinic, Rochester, MN.",Mayo Clinic]US
268,"Division of Nephrology, Bone and Mineral Metabolism, University of Kentucky, Lexington, Kentucky.",University of Kentucky]US
269,"Salt Lake County Health Department, Salt Lake City, Utah.",Salt Lake County Health Department]US
270,"Division of Infectious Diseases, University of North Carolina School of Medicine, Chapel Hill, North Carolina, USA. Electronic address: aefriedl@ad.unc.edu.",University of North Carolina]US
271,"Division of Nephrology, Department of Medicine, Yale University School of Medicine, New Haven, Connecticut.",Yale University]US
272,"Department of Medicine, School of Medicine, University of Louisville, Louisville, Kentucky.",University of Louisville]US
273,"Division of Infectious Diseases, Department of Medicine, Brigham and Women's Hospital, Boston, MA.",Harvard University]US
274,"Section of Cardiology, Jesse Brown VA Medical Center and Department of Medicine, University of Illinois at Chicago, Chicago, Illinois.",VA Health Systems Research]US
275,"Section on Genetics & Epidemiology, Joslin Diabetes Center, Boston, Massachusetts.",Harvard University]US
276,"Novo Nordisk Research Center Seattle Inc., Seattle, Washington.",Novo Nordisk]DK
277,"Department of Anesthesia and Perioperative Care, University of California San Francisco, San Francisco, CA.",University of California]US
278,"Department of Family Medicine and Community Health , Duke University School of Medicine , Durham , North Carolina.",Duke University]US
279,"Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, USA. Electronic address: garonzikwang@wisc.edu.",University of Wisconsin]US
280,"Division of Cardiothoracic Surgery, Emory University School of Medicine, Atlanta, Georgia, USA.",Emory University]US
281,"Capital Health Cancer Center, Pennington, NJ.",New York Institute of Technology]US
282,"Department of Surgery, University of California, San Francisco, San Francisco, CA.",University of California]US
283,"Tufts-New England Medical Center, Boston, Massachusetts, USA. Electronic address: JGill@providencehealth.bc.ca.",Providence Health Inc]US
284,"Department of Epidemiology, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, Maryland. Electronic address: crebhol1@jhu.edu.",Johns Hopkins University]US
285,"Department of Radiation Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA. Electronic address: Eva_Guinan@dfci.harvard.edu.",Harvard University]US
286,"Department of Pathology and Immunology, School of Medicine, Washington University St. Louis, Missouri, USA.",Washington University in St. Louis]US
287,"Graduate School of Biomedical Sciences, The Institutes for Translational Sciences, Icahn School of Medicine at Mount Sinai, New York, New York.",Mount Sinai]US
288,"Medical Service, Jesse Brown VA Medical Center, Chicago, Illinois",VA Health Systems Research]US
289,"Department of Biostatistics, Epidemiology, and Informatics, Perelman School of Medicine, Philadelphia, Pennsylvania.",University of Pennsylvania]US
290,"Department of Medicine, Vagelos College of Physicians and Surgeons and Department of Epidemiology, Mailman School of Public Health, Columbia University, New York, USA.",Columbia University]US
291,"UCLA Immunogenetics Center, Department of Pathology and Laboratory Medicine, University of California, Los Angeles, California, USA. Electronic address: ereed@mednet.ucla.edu.",University of California]US
292,"Division of Abdominal Transplantation, Department of Surgery, Stanford University School of Medicine, Palo Alto, CA.",Stanford University]US
293,"Scientific Registry of Transplant Recipients, Hennepin Healthcare Research Institute, Minneapolis, MN",Scientific Registry of Transplant Recipients]US
294,"Division of Pediatric Nephrology, Children's Mercy Kansas City, Kansas City, Missouri. Electronic address: bwarady@cmh.edu.",University of Kansas]US
295,"Orlando VA Medical Center, Orlando, Florida.",VA Health Systems Research]US
296,"University of Connecticut Health Center, Farmington, Connecticut.",University of Connecticut Health Center]US
297,"Geriatric Research and Education Clinical Center, VA Maryland Healthcare System, Baltimore, Maryland.",VA Health Systems Research]US
298,"Institute for Clinical Research and Health Policy Studies, Tufts Medical Center, Boston, Massachusetts.",Tufts University]US
299,"Center for Obesity and Metabolic Research, Geisinger, Danville, Pennsylvania.",Geisinger Health]US
300,"Establecimiento de Tejidos Humanos, Fundación Clínica San Francisco, León, Spain.",Fundación Clínica San Francisco]US
301,"Rho, Durham, North Carolina, USA.",Rho]US
302,"Section of Geriatric Medicine , Stanford University School of Medicine , Stanford , California.",Stanford University]US
303,"Rogosin Institute, NewYork-Presbyterian Hospital, New York, New York.",Cornell University]US
304,"National Institute of Dental and Craniofacial Research, National Institutes of Health, Bethesda, Maryland, USA.",National Institutes of Health]US
305,"Division of Nephrology, College of Medicine, University of Illinois, Chicago, Illinois.",University of Illinois]US
306,"VA Tennessee Valley Healthcare System, Clinical Sciences Research and Development, Nashville, Tennessee.",VA Health Systems Research]US
307,"Department of Medicine, Division of Infectious Diseases, David Geffen School of Medicine at UCLA, Los Angeles, CA.",University of California]US
308,"Department of Internal Medicine, Nephrology Division, University of Michigan, Ann Arbor, Michigan.",University of Michigan]US
309,"Section of Cardiology, Loma Linda VA Medical Center, Loma Linda, California.",VA Health Systems Research]US
310,"Medical Service, Veterans Affairs Health Care System, San Francisco, California, USA.",VA Health Systems Research]US
311,"Welch Center for Prevention, Epidemiology and Clinical Research, Johns Hopkins University, Baltimore, Maryland",Johns Hopkins University]US
312,"Liver and Abdominal Transplant Surgery, Columbia University Irving Medical Center, New York, NY.",Columbia University]US
313,"Department of Surgery, Duke University, Durham, North Carolina, USA",Duke University]US
314,"Division of Nephrology, Department of Medicine, The Ohio State University Wexner Medical Center, Columbus, Ohio.",Ohio State University]US
315,"Tufts Clinical and Translational Science Institute, School of Medicine, Tufts University, Boston",Tufts University]US
316,"Department of Biostatistics and Bioinformatics, Duke University, Durham, NC, USA.",Duke University]US
317,"Transplant Division, Department of Surgery, UMass Memorial Hospital, University of Massachusetts, Worcester, MA.",University of Massachusetts]US
318,New York State Department of Health.,New York State Department of Health]US
319,"Section of Nephrology, Boston University Chobanian and Avedisian School of Medicine and Boston Medical Center, Boston, Massachusetts.",Boston University]US
320,"Division of Transplant, Department of Surgery, University of California, San Francisco, California, USA. Electronic address: sandy.feng@ucsf.edu.",University of California]US
321,"Division of Nephrology and Hypertension, Northwestern University, Chicago, Illinois.",Northwestern Univerisity]US
322,"Department of Epidemiology and Biostatistics, University of California San Francisco, San Francisco, CA.",University of California]US
323,"Department of Medicine , Duke University School of Medicine , Durham , North Carolina.",Duke University]US
324,"Tonix Pharmaceuticals, Chatham, New Jersey, USA.",Tonix Inc]US
325,"Division of Nephrology and Hypertension, Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio.",University of Cincinnati]US
326,"Systems Genomics Section, Laboratory of Parasitic Diseases, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, Maryland, USA.",National Institutes of Health]US
327,"Division of Gerontology, Department of Medicine, Beth Israel Deaconess Medical Center and Harvard Medical School, Boston, Massachusetts",Tufts University]US
328,"Department of Pathology and Immunology, School of Medicine, Washington University in St. Louis, St. Louis, Missouri.",Washington University in St. Louis]US
329,"Charles River Laboratories, Skokie, Illinois, USA.",Charles River Laboratories Inc]US
330,"Division of Nephrology, Department of Internal Medicine, University of Nebraska Medical Center, Omaha, NE.",University of Nebraska]US
331,"Section of Endocrinology, Department of Medicine, Boston University Chobanian & Avedisian School of Medicine and Boston Medical Center, Boston MA.",Boston University]US
332,"Department of Medicine, Stanford University, Stanford, CA.",Stanford University]US
333,"Clinical Assistant Professor, Cleveland Clinic Lerner College of Medicine of Case Western Reserve University, Cleveland, OH.",Case Western Reserve University]US
