,Unnamed: 0,PARENT
553,"Division of Pulmonary, Allergy and Critical Care Medicine, Columbia University Medical Center, New York City, New York, USA.",Columbia University]US
554,"Center for Disease Dynamics, Economics & Policy, Washington, District of Columbia.",One Health Trust]US
555,"Department of Kidney Medicine, Cleveland Clinic, Cleveland, Ohio.",Case Western Reserve University]US
556,"Selzman Institute for Kidney Health, Section of Nephrology, Department of Medicine, Baylor College of Medicine, Houston, Texas",Baylor College of Medicine]US
557,"Department of Epidemiology, Colorado University School of Public Health, Aurora, Colorado.",University of Colorado]US
558,"Department of of Internal Medicine and Iowa Institute of Human Genetics, University of Iowa Carver College of Medicine, Iowa City, Iowa, USA.",University of Iowa]US
559,"Department of Medicine, School of Medicine, Duke University, Durham, North Carolina.",Duke University]US
560,"Department of Psychiatry & Psychology, Mayo Clinic, Rochester, MN.",Mayo Clinic]US
561,"Division of Nephrology, Bone and Mineral Metabolism, University of Kentucky, Lexington, Kentucky.",University of Kentucky]US
564,"Salt Lake County Health Department, Salt Lake City, Utah.",Salt Lake County Health Department]US
566,"Division of Infectious Diseases, University of North Carolina School of Medicine, Chapel Hill, North Carolina, USA. Electronic address: aefriedl@ad.unc.edu.",University of North Carolina]US
567,"Division of Nephrology, Department of Medicine, Yale University School of Medicine, New Haven, Connecticut.",Yale University]US
570,"Department of Medicine, School of Medicine, University of Louisville, Louisville, Kentucky.",University of Louisville]US
574,"Division of Infectious Diseases, Department of Medicine, Brigham and Women's Hospital, Boston, MA.",Harvard University]US
580,"Section of Cardiology, Jesse Brown VA Medical Center and Department of Medicine, University of Illinois at Chicago, Chicago, Illinois.",VA Health Systems Research]US
582,"Section on Genetics & Epidemiology, Joslin Diabetes Center, Boston, Massachusetts.",Harvard University]US
584,"Novo Nordisk Research Center Seattle Inc., Seattle, Washington.",Novo Nordisk]DK
585,"Department of Anesthesia and Perioperative Care, University of California San Francisco, San Francisco, CA.",University of California]US
586,"Department of Family Medicine and Community Health , Duke University School of Medicine , Durham , North Carolina.",Duke University]US
589,"Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, USA. Electronic address: garonzikwang@wisc.edu.",University of Wisconsin]US
593,"Division of Cardiothoracic Surgery, Emory University School of Medicine, Atlanta, Georgia, USA.",Emory University]US
595,"Capital Health Cancer Center, Pennington, NJ.",New York Institute of Technology]US
600,"Department of Surgery, University of California, San Francisco, San Francisco, CA.",University of California]US
605,"Tufts-New England Medical Center, Boston, Massachusetts, USA. Electronic address: JGill@providencehealth.bc.ca.",Providence Health Inc]US
606,"Department of Epidemiology, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, Maryland. Electronic address: crebhol1@jhu.edu.",Johns Hopkins University]US
607,"Department of Radiation Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA. Electronic address: Eva_Guinan@dfci.harvard.edu.",Harvard University]US
609,"Department of Pathology and Immunology, School of Medicine, Washington University St. Louis, Missouri, USA.",Washington University in St. Louis]US
611,"Graduate School of Biomedical Sciences, The Institutes for Translational Sciences, Icahn School of Medicine at Mount Sinai, New York, New York.",Mount Sinai]US
613,"Medical Service, Jesse Brown VA Medical Center, Chicago, Illinois",VA Health Systems Research]US
614,"Department of Biostatistics, Epidemiology, and Informatics, Perelman School of Medicine, Philadelphia, Pennsylvania.",University of Pennsylvania]US
615,"Department of Medicine, Vagelos College of Physicians and Surgeons and Department of Epidemiology, Mailman School of Public Health, Columbia University, New York, USA.",Columbia University]US
616,"UCLA Immunogenetics Center, Department of Pathology and Laboratory Medicine, University of California, Los Angeles, California, USA. Electronic address: ereed@mednet.ucla.edu.",University of California]US
617,"Division of Abdominal Transplantation, Department of Surgery, Stanford University School of Medicine, Palo Alto, CA.",Stanford University]US
618,"Scientific Registry of Transplant Recipients, Hennepin Healthcare Research Institute, Minneapolis, MN",Scientific Registry of Transplant Recipients]US
619,"Division of Pediatric Nephrology, Children's Mercy Kansas City, Kansas City, Missouri. Electronic address: bwarady@cmh.edu.",University of Kansas]US
620,"Orlando VA Medical Center, Orlando, Florida.",VA Health Systems Research]US
622,"University of Connecticut Health Center, Farmington, Connecticut.",University of Connecticut Health Center]US
625,"Geriatric Research and Education Clinical Center, VA Maryland Healthcare System, Baltimore, Maryland.",VA Health Systems Research]US
626,"Institute for Clinical Research and Health Policy Studies, Tufts Medical Center, Boston, Massachusetts.",Tufts University]US
627,"Center for Obesity and Metabolic Research, Geisinger, Danville, Pennsylvania.",Geisinger Health]US
628,"Establecimiento de Tejidos Humanos, Fundación Clínica San Francisco, León, Spain.",Fundación Clínica San Francisco]US
632,"Rho, Durham, North Carolina, USA.",Rho]US
635,"Section of Geriatric Medicine , Stanford University School of Medicine , Stanford , California.",Stanford University]US
638,"Rogosin Institute, NewYork-Presbyterian Hospital, New York, New York.",Cornell University]US
642,"National Institute of Dental and Craniofacial Research, National Institutes of Health, Bethesda, Maryland, USA.",National Institutes of Health]US
643,"Division of Nephrology, College of Medicine, University of Illinois, Chicago, Illinois.",University of Illinois]US
644,"VA Tennessee Valley Healthcare System, Clinical Sciences Research and Development, Nashville, Tennessee.",VA Health Systems Research]US
648,"Department of Medicine, Division of Infectious Diseases, David Geffen School of Medicine at UCLA, Los Angeles, CA.",University of California]US
649,"Department of Internal Medicine, Nephrology Division, University of Michigan, Ann Arbor, Michigan.",University of Michigan]US
650,"Section of Cardiology, Loma Linda VA Medical Center, Loma Linda, California.",VA Health Systems Research]US
652,"Medical Service, Veterans Affairs Health Care System, San Francisco, California, USA.",VA Health Systems Research]US
653,"Welch Center for Prevention, Epidemiology and Clinical Research, Johns Hopkins University, Baltimore, Maryland",Johns Hopkins University]US
654,"Liver and Abdominal Transplant Surgery, Columbia University Irving Medical Center, New York, NY.",Columbia University]US
655,"Department of Surgery, Duke University, Durham, North Carolina, USA",Duke University]US
656,"Division of Nephrology, Department of Medicine, The Ohio State University Wexner Medical Center, Columbus, Ohio.",Ohio State University]US
657,"Tufts Clinical and Translational Science Institute, School of Medicine, Tufts University, Boston",Tufts University]US
658,"Department of Biostatistics and Bioinformatics, Duke University, Durham, NC, USA.",Duke University]US
660,"Transplant Division, Department of Surgery, UMass Memorial Hospital, University of Massachusetts, Worcester, MA.",University of Massachusetts]US
663,New York State Department of Health.,New York State Department of Health]US
664,"Section of Nephrology, Boston University Chobanian and Avedisian School of Medicine and Boston Medical Center, Boston, Massachusetts.",Boston University]US
666,"Division of Transplant, Department of Surgery, University of California, San Francisco, California, USA. Electronic address: sandy.feng@ucsf.edu.",University of California]US
668,"Division of Nephrology and Hypertension, Northwestern University, Chicago, Illinois.",Northwestern Univerisity]US
669,"Department of Epidemiology and Biostatistics, University of California San Francisco, San Francisco, CA.",University of California]US
670,"Department of Medicine , Duke University School of Medicine , Durham , North Carolina.",Duke University]US
672,"Tonix Pharmaceuticals, Chatham, New Jersey, USA.",Tonix Inc]US
675,"Division of Nephrology and Hypertension, Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio.",University of Cincinnati]US
677,"Systems Genomics Section, Laboratory of Parasitic Diseases, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, Maryland, USA.",National Institutes of Health]US
679,"Division of Gerontology, Department of Medicine, Beth Israel Deaconess Medical Center and Harvard Medical School, Boston, Massachusetts",Tufts University]US
681,"Department of Pathology and Immunology, School of Medicine, Washington University in St. Louis, St. Louis, Missouri.",Washington University in St. Louis]US
682,"Charles River Laboratories, Skokie, Illinois, USA.",Charles River Laboratories Inc]US
689,"Division of Nephrology, Department of Internal Medicine, University of Nebraska Medical Center, Omaha, NE.",University of Nebraska]US
690,"Section of Endocrinology, Department of Medicine, Boston University Chobanian & Avedisian School of Medicine and Boston Medical Center, Boston MA.",Boston University]US
693,"Department of Medicine, Stanford University, Stanford, CA.",Stanford University]US
694,"Clinical Assistant Professor, Cleveland Clinic Lerner College of Medicine of Case Western Reserve University, Cleveland, OH.",Case Western Reserve University]US
699,"Division of Nephrology & Hypertension, Department of Internal Medicine, University of Utah Spencer Fox Eccles School of Medicine, Salt Lake City, Utah.",University of Utah]US
