,Unnamed: 0,LOC_SET
202,"Department of Obstetrics & Gynecology, University of Washington, Seattle, Washington.","{'Seattle', 'Washington'}"
203,"Lawson Health Research Institute, London, Ontario, Canada.","{'Ontario', 'London', 'Canada'}"
204,"Center for Health Equity Research and Promotion, VA Pittsburgh Healthcare System, Pittsburgh, Pennsylvania.","{'Pittsburgh', 'Pennsylvania'}"
205,"Division of Hematology and Oncology, Department of Medicine, Feinberg School of Medicine, Northwestern University, Evanston, Illinois.","{'Illinois', 'Evanston', 'Feinberg School of Medicine'}"
206,"Social Work Services, Fresenius Medical Care North America, Waltham, Massachusetts.","{'Waltham', 'Massachusetts'}"
207,"Department of Medicine, Penn Transplant Institute, University of Pennsylvania Health System, Philadelphia, Pennsylvania. Electronic address: mnh52@drexel.edu.","{'Philadelphia', 'Pennsylvania', 'Health System'}"
208,"Perelman School of Medicine at the University of Pennsylvania, Department of Medicine and Department of Biostatistics, Epidemiology, and Informatics, Philadelphia, Pennsylvania.","{'Philadelphia', 'Pennsylvania'}"
209,"Division of Pediatric Nephrology, Boston Children's, Boston, Massachusetts.","{'Boston', 'Massachusetts'}"
210,"Department of Epidemiology, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, Maryland.","{'Public Health', 'Maryland', 'Baltimore'}"
211,"Toronto Lung Transplant Program, Ajmera Multi-Organ Transplant Program and Division of Respirology, University Health Network, Toronto, Canada.","{'Canada', 'Toronto'}"
212,"Biostatistics Program, Office of the Director, National Institute of Diabetes & Digestive & Kidney Diseases, Bethesda, Maryland.","{'Maryland', 'Bethesda'}"
213,"Institute of Medical Statistics and Computational Biology, Faculty of Medicine and University Hospital Cologne, University of Cologne, Cologne, Germany.","{'Germany', 'Cologne'}"
214,"Department of Pathology, Beijing Chaoyang Hospital, Capital Medical University, Beijing, China.","{'Beijing', 'Beijing Chaoyang Hospital', 'Capital Medical University', 'China'}"
215,"Department of Pediatric Nephrology, Hôpital Mère Enfant, Lyon, France.","{'France', 'Hôpital Mère Enfant', 'Lyon'}"
216,"Université de Paris Cité, Paris, France. Electronic address: sophie.chauvet@aphp.fr.","{'France', 'Paris'}"
217,"Department of Internal Medicine, School of Medicine, University of New Mexico, Albuquerque, NM.","{'NM', 'Albuquerque'}"
218,"Nephrology Division, Kidney Research Institute and Institute of Translational Health Sciences, University of Washington, Seattle, Washington.","{'Seattle', 'Washington'}"
219,"Nephrology Unit, Mayanei HaYeshua Medical Center, Bnei Brak, Israel.","{'Bnei Brak', 'Israel', 'Mayanei HaYeshua Medical Center'}"
220,"Division of Pharmacotherapy and Experimental Therapeutics, UNC Eshelman School of Pharmacy, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina.","{'North Carolina', 'Chapel Hill'}"
221,"Department of Nephrology, Kovai Medical Center and Hospital, Coimbatore, Tamil Nadu, India.","{'Coimbatore', 'Kovai Medical Center and Hospital', 'Tamil Nadu', 'India'}"
222,"Lundquist Institute at Harbor-UCLA Medical Center, Torrance, California.","{'California', 'Torrance', 'Harbor-UCLA Medical Center'}"
223,"Inserm UMRS 1109 Molecular Immuno Rheumatology, University of Strasbourg, Strasbourg, Bas Rhin, France","{'France', 'Bas Rhin', 'Strasbourg'}"
224,"Health Services Research Center, Emory University School of Medicine, Atlanta, Georgia, USA. Electronic address: katie.ross@emory.edu.","{'Atlanta', 'Georgia', 'USA'}"
225,"British Columbia Provincial Renal Agency, Vancouver, British Columbia, Canada.","{'Vancouver', 'British Columbia', 'Canada'}"
226,"Department of Obstetrics and Gynecology, Ghent University, Ghent, Belgium.","{'Belgium', 'Ghent'}"
227,"Centre for Kidney Research, Sydney School of Public Health, University of Sydney, Sydney, NSW, Australia.","{'Australia', 'NSW', 'Sydney'}"
228,"Southwest Immunodiagnostics, Inc., San Antonio, Texas, USA.","{'USA', 'San Antonio', 'Texas'}"
229,"University Hospital Birmingham NHS Foundation Trust, Birmingham, United Kingdom.","{'Birmingham', 'United Kingdom'}"
230,"Department of Biomedical Informatics, Stony Brook University, Stony Brook, New York.","{'Stony Brook', 'New York'}"
231,"Departments of Medicine, Epidemiology and Population Health, and Health Policy, Stanford University School of Medicine, Stanford, California.","{'California', 'Stanford'}"
232,"Division of Infectious Diseases, University Hospital of Vaud, Lausanne, Switzerland.","{'Switzerland', 'University Hospital of Vaud', 'Lausanne'}"
233,"Department of Pathology, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts.","{'Harvard Medical School', 'Boston', 'Massachusetts', ""Brigham and Women's Hospital""}"
234,"Department of Nephrology, VPS Lakeshore Hospital, Kochi, Kerala, India.","{'Kochi', 'Kerala', 'VPS Lakeshore Hospital', 'India'}"
235,"Department of Surgery, Division of Hepatopancreatobiliary and Transplant Surgery, Erasmus MC Transplant Institute, University Medical Center Rotterdam, Rotterdam, the Netherlands.","{'Netherlands', 'Rotterdam'}"
236,"Department of Plastic and Reconstructive Surgery, Akdeniz University School of Medicine, Antalya, Turkey.","{'Turkey', 'Antalya'}"
237,"Department of Surgery, National Taiwan University Hospital, College of Medicine, National Taiwan University, Taipei, Taiwan, Republic of China.","{'National Taiwan University Hospital', 'Republic of China', 'Taiwan', 'Medicine', 'Taipei'}"
238,"Department of Surgery, Transplant Institute, New York University Langone Health, New York, New York.","{'New York', 'Langone Health'}"
239,"Division of Hospital Medicine, Johns Hopkins Bayview Medical Center, Baltimore, Maryland, USA.","{'Maryland', 'Johns Hopkins Bayview Medical Center', 'USA', 'Baltimore'}"
240,"University of Pittsburgh Medical Center, Children's Hospital Pittsburgh, Pittsburgh, Pennsylvania, USA.","{'Pittsburgh', 'Pennsylvania', 'USA', ""Children's Hospital Pittsburgh""}"
241,"LIM 12, Faculdade de Medicina da Universidade de São Paulo, São Paulo, Brazil. Electronic address: veronica.torres@hc.fm.usp.br.","{'Brazil', 'São Paulo'}"
242,"Department of Medicine, Ochsner Health, New Orleans, LA.","{'New Orleans', 'LA'}"
243,"Division of Nephrology and Hypertension, Weill Cornell College of Medicine, New York, New York.",{'New York'}
244,"Department of Visceral and Transplantation Surgery, University Hospital Zürich, Zürich, Switzerland. Electronic address: bostjan.humar@usz.ch.","{'Switzerland', 'Zürich'}"
245,"Department of Anesthesiology and Critical Care, University of Pennsylvania, Philadelphia, PA.","{'Philadelphia', 'PA'}"
246,"Division of Nephrology and Renal Transplantation, IRCCS Istituto Giannina Gaslini, Genoa, Italy.","{'Italy', 'Genoa'}"
247,"Weill Cornell Medicine-New York Presbyterian Hospital, New York, NY.","{'l Medicine-New York Presbyterian Hospital', 'New York', 'We', 'NY.'}"
248,"Nephrology, Dialysis and Transplantation Unit, Policlinico San Martino, Genoa, Italy.","{'San Martino', 'Italy', 'Genoa'}"
249,"Medical Affairs, Satellite Healthcare, San Jose, California.","{'California', 'San Jose'}"
250,"Department of Social and Clinical Pharmacy, Faculty of Pharmacy in Hradec Králové, Charles University, Prague, Czech Republic.","{'Czech Republic', 'Prague'}"
251,"Department of Chronic Diseases and Metabolism, Laboratory of Respiratory Diseases and Thoracic Surgery (BREATHE), KU Leuven, Leuven, Belgium. Electronic address: laurens.ceulemans@uzleuven.be.","{'Belgium', 'Leuven'}"
252,"Department of Nephrology, The First Affiliated Hospital, Guangxi Medical University, Nanning, China.","{'Nanning', 'China', 'The First Affiliated Hospital'}"
253,"Bloomberg Kimmel Institute for Cancer Immunotherapy, Johns Hopkins University School of Medicine, Baltimore, Maryland, USA.","{'USA', 'School of Medicine', 'Baltimore', 'Maryland', 'Johns Hopkins'}"
254,"Departments of Medicine and Surgery, University of California San Francisco, San Francisco, California.","{'California', 'San Francisco'}"
255,"The Institute of Liver Disease and Transplantation, Dr Rela Institute, and Medical Centre, Bharath Institute of Higher Education and Research, Chennai, Tamil Nadu, India.","{'Tamil Nadu', 'Chennai', 'India'}"
256,Minnesota Department of Health.,set()
257,"Institute of Medical Science, University of Toronto, Toronto, Ontario, Canada","{'Ontario', 'Canada', 'Toronto'}"
258,"Infectious Diseases Unit, Papa Giovanni XXIII Hospital, Bergamo, Italy.","{'Italy', 'Papa Giovanni XXIII Hospital', 'Bergamo'}"
259,"Division of Nephrology, Department of Medicine, University Health Network, Toronto, Ontario, Canada.","{'Ontario', 'Canada', 'Toronto'}"
260,"Danish National Genome Center, Copenhagen, Denmark.","{'Copenhagen', 'Denmark'}"
261,"Coronavirus and Other Respiratory Viruses Division, National Center for Immunization and Respiratory Diseases, CDC. Electronic address: wja7@cdc.gov.",set()
262,"Department of Pathology, Aarhus University Hospital, Aarhus, Denmark.","{'Aarhus University Hospital', 'Aarhus', 'Denmark'}"
263,"Department of Nutrition Sciences, Drexel University College of Nursing and Health Professions, Philadelphia, Pennsylvania.","{'Philadelphia', 'Pennsylvania'}"
264,"Department of Medicine, Indiana University School of Medicine, Indianapolis, Indiana, USA.","{'Indiana', 'Indianapolis', 'USA'}"
265,"Pediatric Nephrology Department, Children Healthcare of Atlanta, Emory University, Atlanta, Georgia, USA.","{'Atlanta', 'Georgia', 'USA'}"
266,"Departments of Medicine and Pediatrics, Divisions of Nephrology, University of California San Francisco, San Francisco, California.","{'California', 'San Francisco'}"
267,"Division of Nephrology, Department of Medicine, Hospitalsenheden Midt, Viborg, Denmark.","{'Denmark', 'Viborg', 'Midt'}"
268,"Department of Surgery, Massachusetts General Hospital, Boston, MA.","{'Boston', 'Massachusetts General Hospital', 'MA'}"
269,"U.S. Renal Care, Plano, Texas.","{'Plano', 'Texas'}"
270,"New South Wales Poisons Information Centre, Sydney Children's Hospitals Network, Westmead, and Edith Collins Centre, Drug Health Services, Royal Prince Alfred Hospital, Sydney, New South Wales, Australia.","{'New South Wales', 'Australia', 'Westmead', 'Edith Collins Centre', 'Royal Prince Alfred Hospital', 'Sydney'}"
271,"Division of Nephrology, Tufts Medical Center, Boston, Massachusetts. Electronic address: linker@tuftsmedicalcenter.org.","{'Massachusetts', 'tufts', 'Tufts Medical Center', 'center', 'Boston'}"
272,"Division of Pediatric Nephrology, Edmond and Lily Safra Children's Hospital, Sheba Medical Center, Tel-Hashomer, Israel. Electronic address: asafvivante@gmail.com.","{'Sheba Medical Center', 'Israel', 'Tel-Hashomer', ""Edmond and Lily Safra Children's Hospital""}"
273,"Division of Nephrology, Department of Medicine, Columbia University Irving Medical Center, New York, New York, USA. Electronic address: gkd4@cumc.columbia.edu.","{'Irving Medical Center', 'New York', 'USA'}"
274,"Department of Psychiatry and Center for Technology and Behavioral Health, Geisel School of Medicine, Dartmouth College, Hanover, New Hampshire.","{'Hanover', 'Geisel School of Medicine', 'New Hampshire'}"
275,"Université Paris Cité, INSERM, PARCC, Paris Institute for Transplantation and Organ Regeneration, France & Department of Transplantation, Necker Hospital, Paris, France.","{'Necker Hospital', 'France', 'Paris'}"
276,"Research on Ethics, Aging, and Community Health (REACH Lab), Medford, Massachusetts.","{'Medford', 'Massachusetts'}"
277,"Harvard Medical School, Boston, MA.","{'Harvard Medical School', 'Boston', 'MA'}"
278,"Department of Cardiac Surgery, LMU University Hospital, LMU Munich, Munich, Germany.","{'Munich', 'LMU University Hospital', 'Germany'}"
279,"Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland.","{'Maryland', 'School of Public Health', 'Baltimore'}"
280,"Section of Nephrology, Department of Medicine, Boston Medical Center, School of Medicine, Boston University, Boston, Massachusetts.","{'Massachusetts', 'Boston Medical Center', 'School', 'Boston', 'Medicine'}"
281,"Surgical Research Laboratory, Department of Surgery, University of Groningen, University Medical Center Groningen, Groningen, The Netherlands.","{'University Medical Center Groningen', 'The Netherlands', 'Groningen'}"
282,"Trinity Kidney Centre, Trinity College Dublin, Dublin, Ireland.","{'Ireland', 'Dublin', 'ity College Dublin'}"
283,"Department of Medicine (Nephrology), Case Western Reserve University/University Hospitals Cleveland Medical Center, Cleveland, OH.","{'Cleveland', 'OH', 'Hospital', 'Cleveland Medical Center', '/'}"
284,"Department of Pathology and Laboratory Medicine, Boston University Chobanian & Avedisian School of Medicine and Boston Medical Center, Boston, MA.","{'Boston', 'Boston Medical Center', 'MA'}"
285,"Nephrology Division, Department of Medicine, New York University Grossman School of Medicine, New York, New York.","{'Grossman School', 'New York', 'Medicine'}"
286,"Department of Clinical Research Design & Evaluation, SAIHST, Sungkyunkwan University, Seoul, South Korea. Electronic address: yoosoo.chang@gmail.com.","{'Seoul', 'South Korea'}"
287,"University of Colorado Anschutz Medical Center, Aurora, Colorado, USA.","{'Colorado', 'Anschutz Medical Center', 'USA', 'Aurora'}"
288,"Department of Biomedical Data Science, Stanford University School of Medicine, Stanford, California.","{'California', 'Stanford'}"
289,"Division of Nephrology and Hypertension , Department of Medicine , University of Minnesota, Minneapolis, Minnesota.","{'Minneapolis', 'Minnesota'}"
290,"Institute of Pharmacology and Toxicology, Ulm University Medical Center, Ulm, Germany.","{'Germany', 'Ulm'}"
291,"Renal Physicians Association, Rockville, Maryland.","{'Maryland', 'Rockville'}"
292,"Department of Surgery, University of Cambridge, Addenbrooke's Hospital, Cambridge, United Kingdom.","{'Cambridge', ""Addenbrooke's Hospital"", 'United Kingdom'}"
293,"Department of Surgery, University of Alberta, Edmonton, AB, Canada.","{'Canada', 'Edmonton', 'AB'}"
294,"Division of Nephrology, University of Texas Southwestern Medical Center, Dallas, Texas. Electronic address: Bethany.roehm@utsouthwestern.edu.","{'Southwestern Medical Center', 'Dallas', 'Texas'}"
295,"Department of Pathology, Radboud University Medical Center, Netherlands.","{'Radboud University Medical Center', 'Netherlands'}"
296,"Division of Nephrology, Department of Clinical Sciences, Karolinska Institutet, Danderyd Hospital, Stockholm, Sweden.","{'Danderyd Hospital', 'Sweden', 'Stockholm'}"
297,"Kidney Research Institute, Division of Nephrology, Department of Medicine, University of Washington, Seattle, WA.","{'Seattle', 'WA'}"
